<msg_type>  <time>  <packet_type>  <seq>  <size>  <ack>
snd         61884.973       D       153752 50      1     
rcv         61891.079       A       1      0       153752
snd         61891.15       D       153802 50      1     
rcv         61901.46       A       1      0       153802
snd         61901.584       D       153852 50      1     
rcv         61907.959       A       1      0       153852
snd         61923.606       D       153902 50      1     
drop        61923.606       D       153952 50      1     
rcv         61934.306       A       1      0       153902
snd         61950.18       D       153952 50      1     
snd         61971.732       D       154002 50      1     
rcv         61984.178       A       1      0       153952
snd         61996.313       D       154052 50      1     
rcv         62007.522       A       1      0       154002
snd         62012.785       D       154102 50      1     
rcv         62023.045       A       1      0       154052
snd         62039.203       D       154152 50      1     
rcv         62056.367       A       1      0       154102
snd         62072.793       D       154202 50      1     
drop        62072.793       D       154252 50      1     
rcv         62079.245       A       1      0       154152
snd         62091.198       D       154252 50      1     
rcv         62096.894       A       1      0       154202
snd         62107.563       D       154302 50      1     
rcv         62113.035       A       1      0       154252
snd         62125.066       D       154352 50      1     
rcv         62141.854       A       1      0       154302
snd         62147.134       D       154402 50      1     
rcv         62158.909       A       1      0       154352
snd         62164.853       D       154452 50      1     
rcv         62175.652       A       1      0       154402
snd         62193.837       D       154502 50      1     
rcv         62206.03       A       1      0       154452
snd         62217.686       D       154552 50      1     
rcv         62227.933       A       1      0       154502
snd         62239.038       D       154602 50      1     
rcv         62244.261       A       1      0       154552
snd         62254.938       D       154652 50      1     
rcv         62271.869       A       1      0       154602
snd         62283.687       D       154702 50      1     
rcv         62289.899       A       1      0       154652
snd         62295.923       D       154752 50      1     
snd         62307.146       D       154802 50      1     
rcv         62307.255       A       1      0       154702
snd         62313.345       D       154852 50      1     
rcv         62329.538       A       1      0       154752
snd         62346.35       D       154902 50      1     
rcv         62357.942       A       1      0       154802
rcv         62375.505       A       1      0       154852
snd         62387.975       D       154952 50      1     
rcv         62388.09       A       1      0       154902
snd         62393.786       D       155002 50      1     
rcv         62399.553       A       1      0       154952
snd         62405.884       D       155052 50      1     
rcv         62416.747       A       1      0       155002
snd         62427.663       D       155102 50      1     
rcv         62444.202       A       1      0       155052
snd         62444.381       D       155152 50      1     
rcv         62444.489       A       1      0       155102
snd         62444.585       D       155202 50      1     
rcv         62449.857       A       1      0       155152
snd         62460.992       D       155252 50      1     
rcv         62466.341       A       1      0       155202
snd         62466.447       D       155302 50      1     
rcv         62471.704       A       1      0       155252
snd         62477.545       D       155352 50      1     
snd         62477.689       D       155402 50      1     
rcv         62477.768       A       1      0       155302
snd         62489.471       D       155452 50      1     
rcv         62505.151       A       1      0       155352
snd         62517.31       D       155502 50      1     
snd         62544.287       D       155552 50      1     
rcv         62550.215       A       1      0       155402
snd         62555.564       D       155602 50      1     
rcv         62577.534       A       1      0       155452
snd         62583.578       D       155652 50      1     
rcv         62600.885       A       1      0       155502
snd         62617.903       D       155702 50      1     
rcv         62629.322       A       1      0       155552
snd         62629.454       D       155752 50      1     
rcv         62635.029       A       1      0       155602
snd         62641.388       D       155802 50      1     
rcv         62652.384       A       1      0       155652
snd         62658.608       D       155852 50      1     
rcv         62664.146       A       1      0       155702
snd         62669.643       D       155902 50      1     
rcv         62687.656       A       1      0       155752
snd         62699.861       D       155952 50      1     
rcv         62711.744       A       1      0       155802
snd         62729.591       D       156002 50      1     
snd         62751.734       D       156052 50      1     
rcv         62751.801       A       1      0       155852
rcv         62774.266       A       1      0       155902
snd         62774.365       D       156102 50      1     
rcv         62779.815       A       1      0       155952
snd         62779.938       D       156152 50      1     
rcv         62795.675       A       1      0       156002
snd         62818.343       D       156202 50      1     
rcv         62840.347       A       1      0       156052
snd         62846.341       D       156252 50      1     
rcv         62864.037       A       1      0       156102
snd         62875.556       D       156302 50      1     
drop        62875.556       D       156352 50      1     
drop        62875.556       D       156352 50      1     
rcv         62881.773       A       1      0       156152
snd         62894.001       D       156352 50      1     
rcv         62899.462       A       1      0       156202
snd         62911.604       D       156402 50      1     
rcv         62934.586       A       1      0       156252
rcv         62939.944       A       1      0       156302
snd         62940.063       D       156452 50      1     
rcv         62940.167       A       1      0       156352
snd         62957.645       D       156502 50      1     
rcv         62969.24       A       1      0       156402
snd         62974.864       D       156552 50      1     
rcv         62992.068       A       1      0       156452
snd         62998.166       D       156602 50      1     
rcv         63004.625       A       1      0       156502
snd         63032.665       D       156652 50      1     
rcv         63050.699       A       1      0       156552
rcv         63073.296       A       1      0       156602
rcv         63073.385       A       1      0       156652
rcv         63079.761       A       1      0       156702
snd         63079.833       D       156702 50      1     
rcv         63096.464       A       1      0       156752
snd         63112.933       D       156752 50      1     
snd         63113.064       D       156802 50      1     
rcv         63125.299       A       1      0       156802
snd         63125.37       D       156852 50      1     
rcv         63135.898       A       1      0       156852
snd         63147.637       D       156902 50      1     
rcv         63159.004       A       1      0       156902
snd         63170.069       D       156952 50      1     
rcv         63170.187       A       1      0       156952
snd         63181.847       D       157002 50      1     
snd         63187.635       D       157052 50      1     
drop        63187.635       D       157102 50      1     
drop        63187.635       D       157102 50      1     
rcv         63187.736       A       1      0       157002
snd         63211.624       D       157102 50      1     
rcv         63223.419       A       1      0       157052
snd         63229.542       D       157152 50      1     
rcv         63246.379       A       1      0       157102
snd         63257.987       D       157202 50      1     
rcv         63258.087       A       1      0       157152
snd         63258.172       D       157252 50      1     
rcv         63263.583       A       1      0       157202
snd         63268.919       D       157302 50      1     
rcv         63274.695       A       1      0       157252
snd         63292.023       D       157352 50      1     
rcv         63309.4        A       1      0       157302
snd         63325.529       D       157402 50      1     
rcv         63342.018       A       1      0       157352
snd         63358.511       D       157452 50      1     
rcv         63375.525       A       1      0       157402
snd         63392.546       D       157502 50      1     
rcv         63415.462       A       1      0       157452
snd         63421.903       D       157552 50      1     
rcv         63434.393       A       1      0       157502
snd         63440.397       D       157602 50      1     
rcv         63456.703       A       1      0       157552
snd         63473.829       D       157652 50      1     
rcv         63479.118       A       1      0       157602
snd         63502.763       D       157702 50      1     
drop        63502.763       D       157752 50      1     
rcv         63508.288       A       1      0       157652
snd         63508.399       D       157752 50      1     
snd         63514.079       D       157802 50      1     
rcv         63519.282       A       1      0       157702
snd         63525.538       D       157852 50      1     
drop        63525.538       D       157902 50      1     
rcv         63543.179       A       1      0       157752
snd         63559.446       D       157902 50      1     
rcv         63571.078       A       1      0       157802
snd         63593.831       D       157952 50      1     
rcv         63599.076       A       1      0       157852
snd         63604.622       D       158002 50      1     
rcv         63616.259       A       1      0       157902
snd         63621.513       D       158052 50      1     
rcv         63637.637       A       1      0       157952
snd         63660.906       D       158102 50      1     
rcv         63661.038       A       1      0       158002
snd         63667.434       D       158152 50      1     
rcv         63685.074       A       1      0       158052
snd         63695.815       D       158202 50      1     
rcv         63712.111       A       1      0       158102
snd         63717.529       D       158252 50      1     
rcv         63734.365       A       1      0       158152
snd         63745.881       D       158302 50      1     
snd         63756.636       D       158352 50      1     
rcv         63756.72       A       1      0       158202
snd         63756.82       D       158402 50      1     
rcv         63762.806       A       1      0       158252
snd         63774.258       D       158452 50      1     
rcv         63774.381       A       1      0       158302
snd         63790.993       D       158502 50      1     
rcv         63796.285       A       1      0       158352
snd         63807.193       D       158552 50      1     
rcv         63818.072       A       1      0       158402
snd         63840.545       D       158602 50      1     
rcv         63858.317       A       1      0       158452
snd         63870.043       D       158652 50      1     
rcv         63876.47       A       1      0       158502
snd         63894.144       D       158702 50      1     
rcv         63906.007       A       1      0       158552
snd         63906.116       D       158752 50      1     
rcv         63906.208       A       1      0       158602
snd         63911.689       D       158802 50      1     
rcv         63934.969       A       1      0       158652
snd         63940.416       D       158852 50      1     
drop        63940.416       D       158902 50      1     
rcv         63945.723       A       1      0       158702
snd         63963.526       D       158902 50      1     
rcv         63981.39       A       1      0       158752
snd         63992.6        D       158952 50      1     
rcv         64003.163       A       1      0       158802
rcv         64003.289       A       1      0       158852
snd         64003.361       D       159002 50      1     
snd         64008.599       D       159052 50      1     
rcv         64008.699       A       1      0       158902
snd         64014.927       D       159102 50      1     
snd         64021.099       D       159152 50      1     
drop        64021.099       D       159202 50      1     
rcv         64021.194       A       1      0       158952
rcv         64047.995       A       1      0       159002
snd         64069.302       D       159202 50      1     
drop        64069.302       D       159252 50      1     
rcv         64086.99       A       1      0       159052
snd         64108.935       D       159252 50      1     
rcv         64114.367       A       1      0       159102
snd         64119.613       D       159302 50      1     
rcv         64119.691       A       1      0       159152
snd         64137.063       D       159352 50      1     
snd         64169.595       D       159402 50      1     
drop        64169.595       D       159452 50      1     
rcv         64175.519       A       1      0       159202
snd         64188.0        D       159452 50      1     
rcv         64188.08       A       1      0       159252
snd         64188.288       D       159502 50      1     
rcv         64193.58       A       1      0       159302
snd         64215.132       D       159552 50      1     
rcv         64225.572       A       1      0       159352
snd         64248.055       D       159602 50      1     
rcv         64258.849       A       1      0       159402
snd         64264.075       D       159652 50      1     
rcv         64264.169       A       1      0       159452
snd         64281.32       D       159702 50      1     
rcv         64292.068       A       1      0       159502
rcv         64297.522       A       1      0       159552
snd         64297.633       D       159752 50      1     
rcv         64297.734       A       1      0       159602
snd         64315.479       D       159802 50      1     
rcv         64326.287       A       1      0       159652
snd         64337.874       D       159852 50      1     
rcv         64355.024       A       1      0       159702
snd         64371.565       D       159902 50      1     
rcv         64386.915       A       1      0       159752
snd         64397.967       D       159952 50      1     
rcv         64414.587       A       1      0       159802
rcv         64419.944       A       1      0       159852
snd         64420.042       D       160002 50      1     
rcv         64420.163       A       1      0       159902
snd         64426.553       D       160052 50      1     
rcv         64432.977       A       1      0       159952
snd         64433.191       D       160102 50      1     
rcv         64433.297       A       1      0       160002
snd         64433.408       D       160152 50      1     
rcv         64433.523       A       1      0       160052
snd         64433.611       D       160202 50      1     
rcv         64433.693       A       1      0       160102
snd         64433.775       D       160252 50      1     
rcv         64433.889       A       1      0       160152
rcv         64433.993       A       1      0       160202
snd         64434.072       D       160302 50      1     
rcv         64445.196       A       1      0       160252
rcv         64456.841       A       1      0       160302
snd         64472.946       D       160352 50      1     
rcv         64478.555       A       1      0       160352
snd         64478.716       D       160402 50      1     
rcv         64478.83       A       1      0       160402
snd         64478.951       D       160452 50      1     
rcv         64484.25       A       1      0       160452
snd         64489.479       D       160502 50      1     
rcv         64500.263       A       1      0       160502
snd         64506.623       D       160552 50      1     
rcv         64512.045       A       1      0       160552
snd         64512.129       D       160602 50      1     
rcv         64523.067       A       1      0       160602
snd         64534.479       D       160652 50      1     
drop        64534.479       D       160702 50      1     
rcv         64534.591       A       1      0       160652
snd         64552.122       D       160702 50      1     
rcv         64568.652       A       1      0       160702
snd         64585.425       D       160752 50      1     
rcv         64591.459       A       1      0       160752
snd         64603.947       D       160802 50      1     
rcv         64619.877       A       1      0       160802
snd         64636.705       D       160852 50      1     
rcv         64653.553       A       1      0       160852
snd         64659.328       D       160902 50      1     
rcv         64665.292       A       1      0       160902
snd         64665.402       D       160952 50      1     
rcv         64670.588       A       1      0       160952
snd         64670.676       D       161002 50      1     
rcv         64670.733       A       1      0       161002
snd         64681.876       D       161052 50      1     
rcv         64693.69       A       1      0       161052
snd         64711.396       D       161102 50      1     
rcv         64728.48       A       1      0       161102
snd         64751.897       D       161152 50      1     
rcv         64774.702       A       1      0       161152
snd         64780.489       D       161202 50      1     
snd         64780.627       D       161252 50      1     
rcv         64786.19       A       1      0       161202
snd         64786.293       D       161302 50      1     
rcv         64786.404       A       1      0       161252
snd         64786.508       D       161352 50      1     
rcv         64786.597       A       1      0       161302
snd         64792.819       D       161402 50      1     
rcv         64798.049       A       1      0       161352
snd         64821.713       D       161452 50      1     
rcv         64826.966       A       1      0       161402
rcv         64844.649       A       1      0       161452
snd         64849.877       D       161502 50      1     
rcv         64855.267       A       1      0       161502
snd         64855.367       D       161552 50      1     
snd         64872.503       D       161602 50      1     
rcv         64893.143       A       1      0       161552
snd         64899.172       D       161652 50      1     
rcv         64916.775       A       1      0       161602
snd         64933.27       D       161702 50      1     
rcv         64955.227       A       1      0       161652
snd         64960.409       D       161752 50      1     
rcv         64966.518       A       1      0       161702
snd         64983.981       D       161802 50      1     
rcv         64994.378       A       1      0       161752
snd         65006.232       D       161852 50      1     
rcv         65017.628       A       1      0       161802
snd         65034.549       D       161902 50      1     
rcv         65040.793       A       1      0       161852
snd         65069.228       D       161952 50      1     
rcv         65081.896       A       1      0       161902
rcv         65093.924       A       1      0       161952
rcv         65110.934       A       1      0       162002
snd         65116.101       D       162002 50      1     
drop        65116.101       D       162052 50      1     
rcv         65121.35       A       1      0       162052
snd         65137.9        D       162052 50      1     
rcv         65156.13       A       1      0       162102
snd         65178.727       D       162102 50      1     
drop        65178.727       D       162152 50      1     
rcv         65184.272       A       1      0       162152
snd         65184.337       D       162152 50      1     
rcv         65200.472       A       1      0       162202
snd         65200.61       D       162202 50      1     
rcv         65206.78       A       1      0       162252
snd         65211.984       D       162252 50      1     
rcv         65218.433       A       1      0       162302
snd         65233.949       D       162302 50      1     
rcv         65245.416       A       1      0       162352
snd         65256.73       D       162352 50      1     
drop        65256.73       D       162402 50      1     
rcv         65262.388       A       1      0       162402
snd         65262.464       D       162402 50      1     
rcv         65273.136       A       1      0       162452
snd         65279.004       D       162452 50      1     
rcv         65296.21       A       1      0       162502
snd         65313.184       D       162502 50      1     
rcv         65336.975       A       1      0       162552
snd         65342.94       D       162552 50      1     
rcv         65348.912       A       1      0       162602
snd         65354.242       D       162602 50      1     
rcv         65354.37       A       1      0       162652
snd         65371.471       D       162652 50      1     
rcv         65393.89       A       1      0       162702
snd         65404.388       D       162702 50      1     
snd         65410.175       D       162752 50      1     
rcv         65416.468       A       1      0       162752
snd         65416.562       D       162802 50      1     
rcv         65416.651       A       1      0       162802
snd         65416.735       D       162852 50      1     
rcv         65429.172       A       1      0       162852
snd         65434.802       D       162902 50      1     
drop        65434.802       D       162952 50      1     
rcv         65434.906       A       1      0       162902
snd         65450.759       D       162952 50      1     
rcv         65473.957       A       1      0       162952
snd         65479.191       D       163002 50      1     
rcv         65484.508       A       1      0       163002
snd         65490.273       D       163052 50      1     
rcv         65501.44       A       1      0       163052
snd         65513.203       D       163102 50      1     
rcv         65534.268       A       1      0       163102
snd         65534.401       D       163152 50      1     
rcv         65551.756       A       1      0       163152
snd         65569.333       D       163202 50      1     
rcv         65592.071       A       1      0       163202
snd         65597.631       D       163252 50      1     
rcv         65597.796       A       1      0       163252
snd         65608.186       D       163302 50      1     
rcv         65625.581       A       1      0       163302
snd         65648.631       D       163352 50      1     
rcv         65659.36       A       1      0       163352
snd         65665.543       D       163402 50      1     
rcv         65681.884       A       1      0       163402
snd         65699.038       D       163452 50      1     
rcv         65710.075       A       1      0       163452
snd         65722.218       D       163502 50      1     
rcv         65733.928       A       1      0       163502
snd         65745.918       D       163552 50      1     
rcv         65751.409       A       1      0       163552
snd         65757.926       D       163602 50      1     
rcv         65775.577       A       1      0       163602
snd         65792.799       D       163652 50      1     
rcv         65804.295       A       1      0       163652
snd         65816.294       D       163702 50      1     
rcv         65831.641       A       1      0       163702
snd         65848.867       D       163752 50      1     
rcv         65871.771       A       1      0       163752
snd         65882.723       D       163802 50      1     
rcv         65887.997       A       1      0       163802
snd         65888.135       D       163852 50      1     
rcv         65894.005       A       1      0       163852
snd         65899.803       D       163902 50      1     
rcv         65917.503       A       1      0       163902
snd         65929.45       D       163952 50      1     
rcv         65946.81       A       1      0       163952
snd         65958.317       D       164002 50      1     
rcv         65981.924       A       1      0       164002
snd         65992.728       D       164052 50      1     
rcv         65998.686       A       1      0       164052
snd         66004.233       D       164102 50      1     
drop        66004.233       D       164152 50      1     
rcv         66010.534       A       1      0       164102
snd         66016.442       D       164152 50      1     
rcv         66026.909       A       1      0       164152
snd         66038.99       D       164202 50      1     
rcv         66055.356       A       1      0       164202
snd         66073.508       D       164252 50      1     
rcv         66084.39       A       1      0       164252
snd         66089.99       D       164302 50      1     
rcv         66106.211       A       1      0       164302
snd         66121.709       D       164352 50      1     
rcv         66139.24       A       1      0       164352
snd         66160.196       D       164402 50      1     
snd         66165.673       D       164452 50      1     
rcv         66171.61       A       1      0       164402
snd         66177.244       D       164502 50      1     
rcv         66177.347       A       1      0       164452
snd         66177.434       D       164552 50      1     
rcv         66177.524       A       1      0       164502
snd         66177.632       D       164602 50      1     
rcv         66177.733       A       1      0       164552
snd         66183.031       D       164652 50      1     
rcv         66188.405       A       1      0       164602
snd         66205.379       D       164702 50      1     
rcv         66222.318       A       1      0       164652
snd         66239.992       D       164752 50      1     
rcv         66246.297       A       1      0       164702
snd         66246.459       D       164802 50      1     
rcv         66252.496       A       1      0       164752
snd         66257.946       D       164852 50      1     
drop        66257.946       D       164902 50      1     
rcv         66268.373       A       1      0       164802
snd         66268.504       D       164902 50      1     
rcv         66274.426       A       1      0       164852
snd         66274.564       D       164952 50      1     
rcv         66280.172       A       1      0       164902
rcv         66285.947       A       1      0       164952
rcv         66297.309       A       1      0       165002
snd         66302.5        D       165002 50      1     
snd         66302.629       D       165052 50      1     
snd         66302.736       D       165102 50      1     
rcv         66309.031       A       1      0       165052
snd         66314.308       D       165152 50      1     
rcv         66331.434       A       1      0       165102
snd         66343.925       D       165202 50      1     
rcv         66344.07       A       1      0       165152
snd         66350.379       D       165252 50      1     
drop        66350.379       D       165302 50      1     
rcv         66362.681       A       1      0       165202
snd         66362.897       D       165302 50      1     
rcv         66374.259       A       1      0       165252
snd         66392.282       D       165352 50      1     
rcv         66404.113       A       1      0       165302
snd         66410.094       D       165402 50      1     
rcv         66410.262       A       1      0       165352
snd         66433.683       D       165452 50      1     
snd         66433.77       D       165502 50      1     
rcv         66433.829       A       1      0       165402
rcv         66433.942       A       1      0       165452
snd         66434.021       D       165552 50      1     
rcv         66439.21       A       1      0       165502
snd         66445.298       D       165602 50      1     
rcv         66463.131       A       1      0       165552
snd         66474.343       D       165652 50      1     
rcv         66491.877       A       1      0       165602
snd         66503.247       D       165702 50      1     
rcv         66515.257       A       1      0       165652
snd         66531.361       D       165752 50      1     
rcv         66542.119       A       1      0       165702
snd         66553.117       D       165802 50      1     
rcv         66575.639       A       1      0       165752
snd         66581.749       D       165852 50      1     
rcv         66587.684       A       1      0       165802
snd         66604.148       D       165902 50      1     
rcv         66620.827       A       1      0       165852
snd         66633.045       D       165952 50      1     
rcv         66633.167       A       1      0       165902
snd         66644.224       D       166002 50      1     
rcv         66655.573       A       1      0       165952
snd         66661.432       D       166052 50      1     
rcv         66672.559       A       1      0       166002
snd         66677.875       D       166102 50      1     
rcv         66690.28       A       1      0       166052
snd         66702.844       D       166152 50      1     
rcv         66719.929       A       1      0       166102
snd         66720.07       D       166202 50      1     
rcv         66726.005       A       1      0       166152
snd         66743.076       D       166252 50      1     
drop        66743.076       D       166302 50      1     
drop        66743.076       D       166302 50      1     
rcv         66760.788       A       1      0       166202
snd         66766.168       D       166302 50      1     
rcv         66783.497       A       1      0       166252
snd         66799.701       D       166352 50      1     
rcv         66822.426       A       1      0       166302
snd         66822.554       D       166402 50      1     
rcv         66828.025       A       1      0       166352
snd         66833.929       D       166452 50      1     
rcv         66850.375       A       1      0       166402
snd         66861.384       D       166502 50      1     
rcv         66872.476       A       1      0       166452
snd         66878.456       D       166552 50      1     
rcv         66884.277       A       1      0       166502
rcv         66895.608       A       1      0       166552
snd         66895.736       D       166602 50      1     
drop        66895.736       D       166652 50      1     
rcv         66901.711       A       1      0       166602
snd         66907.087       D       166652 50      1     
rcv         66907.225       A       1      0       166652
snd         66912.476       D       166702 50      1     
drop        66912.476       D       166752 50      1     
rcv         66924.281       A       1      0       166702
snd         66929.915       D       166752 50      1     
rcv         66940.541       A       1      0       166752
snd         66951.716       D       166802 50      1     
snd         66968.956       D       166852 50      1     
rcv         66969.062       A       1      0       166802
snd         66969.156       D       166902 50      1     
rcv         66975.423       A       1      0       166852
snd         66981.893       D       166952 50      1     
snd         66999.325       D       167002 50      1     
rcv         67004.548       A       1      0       166902
snd         67009.768       D       167052 50      1     
rcv         67009.864       A       1      0       166952
snd         67027.773       D       167102 50      1     
rcv         67027.958       A       1      0       167002
snd         67028.083       D       167152 50      1     
snd         67044.737       D       167202 50      1     
rcv         67050.122       A       1      0       167052
snd         67055.389       D       167252 50      1     
rcv         67067.637       A       1      0       167102
snd         67078.895       D       167302 50      1     
rcv         67085.344       A       1      0       167152
snd         67100.725       D       167352 50      1     
rcv         67120.504       A       1      0       167202
snd         67142.123       D       167402 50      1     
drop        67142.123       D       167452 50      1     
rcv         67157.735       A       1      0       167252
snd         67174.979       D       167452 50      1     
drop        67174.979       D       167502 50      1     
rcv         67185.734       A       1      0       167302
snd         67196.764       D       167502 50      1     
rcv         67208.236       A       1      0       167352
snd         67220.021       D       167552 50      1     
rcv         67236.551       A       1      0       167402
snd         67248.03       D       167602 50      1     
rcv         67264.972       A       1      0       167452
snd         67281.967       D       167652 50      1     
rcv         67282.069       A       1      0       167502
snd         67293.127       D       167702 50      1     
rcv         67293.232       A       1      0       167552
snd         67293.333       D       167752 50      1     
rcv         67299.197       A       1      0       167602
snd         67304.777       D       167802 50      1     
snd         67310.283       D       167852 50      1     
snd         67310.414       D       167902 50      1     
rcv         67310.494       A       1      0       167652
snd         67310.579       D       167952 50      1     
rcv         67315.764       A       1      0       167702
snd         67326.989       D       168002 50      1     
rcv         67327.164       A       1      0       167752
snd         67332.293       D       168052 50      1     
rcv         67338.048       A       1      0       167802
snd         67354.519       D       168102 50      1     
rcv         67372.421       A       1      0       167852
snd         67390.462       D       168152 50      1     
rcv         67408.027       A       1      0       167902
snd         67413.739       D       168202 50      1     
rcv         67431.062       A       1      0       167952
snd         67449.372       D       168252 50      1     
rcv         67449.453       A       1      0       168002
snd         67466.006       D       168302 50      1     
rcv         67481.512       A       1      0       168052
snd         67492.163       D       168352 50      1     
snd         67508.208       D       168402 50      1     
rcv         67513.911       A       1      0       168102
snd         67519.852       D       168452 50      1     
rcv         67532.012       A       1      0       168152
snd         67537.963       D       168502 50      1     
rcv         67554.033       A       1      0       168202
snd         67570.613       D       168552 50      1     
rcv         67581.41       A       1      0       168252
snd         67581.547       D       168602 50      1     
rcv         67593.885       A       1      0       168302
snd         67604.246       D       168652 50      1     
rcv         67615.994       A       1      0       168352
snd         67632.422       D       168702 50      1     
rcv         67650.4        A       1      0       168402
snd         67667.145       D       168752 50      1     
rcv         67689.823       A       1      0       168452
snd         67690.019       D       168802 50      1     
rcv         67712.89       A       1      0       168502
snd         67719.357       D       168852 50      1     
rcv         67731.855       A       1      0       168552
snd         67748.178       D       168902 50      1     
rcv         67759.428       A       1      0       168602
snd         67771.952       D       168952 50      1     
rcv         67789.367       A       1      0       168652
snd         67795.705       D       169002 50      1     
drop        67795.705       D       169052 50      1     
snd         67795.931       D       169052 50      1     
drop        67795.931       D       169102 50      1     
snd         67796.043       D       169102 50      1     
rcv         67813.912       A       1      0       168702
snd         67831.741       D       169152 50      1     
rcv         67842.298       A       1      0       168752
snd         67865.889       D       169202 50      1     
rcv         67881.691       A       1      0       168802
snd         67898.267       D       169252 50      1     
rcv         67909.888       A       1      0       168852
snd         67931.958       D       169302 50      1     
rcv         67937.881       A       1      0       168902
snd         67954.626       D       169352 50      1     
rcv         67965.828       A       1      0       168952
snd         67971.892       D       169402 50      1     
rcv         67983.252       A       1      0       169002
snd         67994.262       D       169452 50      1     
rcv         68005.269       A       1      0       169052
snd         68028.376       D       169502 50      1     
rcv         68044.257       A       1      0       169102
snd         68061.485       D       169552 50      1     
drop        68061.485       D       169602 50      1     
drop        68061.485       D       169602 50      1     
drop        68061.485       D       169602 50      1     
rcv         68085.756       A       1      0       169152
snd         68091.574       D       169602 50      1     
rcv         68091.67       A       1      0       169202
snd         68102.955       D       169652 50      1     
rcv         68108.413       A       1      0       169252
snd         68129.607       D       169702 50      1     
rcv         68148.084       A       1      0       169302
snd         68160.365       D       169752 50      1     
rcv         68170.964       A       1      0       169352
snd         68182.078       D       169802 50      1     
rcv         68193.929       A       1      0       169402
snd         68211.408       D       169852 50      1     
drop        68211.408       D       169902 50      1     
rcv         68234.158       A       1      0       169452
snd         68250.285       D       169902 50      1     
rcv         68267.066       A       1      0       169502
snd         68289.356       D       169952 50      1     
rcv         68305.538       A       1      0       169552
snd         68323.224       D       170002 50      1     
rcv         68340.306       A       1      0       169602
snd         68356.436       D       170052 50      1     
rcv         68372.14       A       1      0       169652
snd         68378.499       D       170102 50      1     
rcv         68384.417       A       1      0       169702
snd         68401.758       D       170152 50      1     
drop        68401.758       D       170202 50      1     
rcv         68413.855       A       1      0       169752
rcv         68413.972       A       1      0       169802
rcv         68414.043       A       1      0       169852
rcv         68414.106       A       1      0       169902
rcv         68414.165       A       1      0       169952
rcv         68414.248       A       1      0       170002
rcv         68414.318       A       1      0       170052
rcv         68414.381       A       1      0       170102
rcv         68414.442       A       1      0       170152
rcv         68414.535       A       1      0       170202
snd         68440.033       D       170202 50      1     
rcv         68445.634       A       1      0       170252
snd         68451.299       D       170252 50      1     
rcv         68457.548       A       1      0       170302
snd         68474.442       D       170302 50      1     
rcv         68485.606       A       1      0       170352
snd         68485.767       D       170352 50      1     
rcv         68492.586       A       1      0       170402
snd         68500.556       D       170402 50      1     
rcv         68500.717       A       1      0       170452
snd         68530.519       D       170452 50      1     
rcv         68536.025       A       1      0       170502
snd         68542.153       D       170502 50      1     
rcv         68548.463       A       1      0       170552
snd         68578.325       D       170552 50      1     
rcv         68589.274       A       1      0       170602
snd         68589.373       D       170602 50      1     
rcv         68599.834       A       1      0       170652
snd         68628.268       D       170652 50      1     
rcv         68638.774       A       1      0       170702
snd         68638.864       D       170702 50      1     
rcv         68663.261       A       1      0       170752
snd         68663.368       D       170752 50      1     
rcv         68680.117       A       1      0       170802
snd         68698.026       D       170802 50      1     
rcv         68714.57       A       1      0       170852
snd         68742.129       D       170852 50      1     
rcv         68748.07       A       1      0       170902
snd         68748.179       D       170902 50      1     
rcv         68764.742       A       1      0       170952
snd         68782.208       D       170952 50      1     
rcv         68804.221       A       1      0       171002
snd         68821.349       D       171002 50      1     
rcv         68837.076       A       1      0       171052
snd         68849.286       D       171052 50      1     
rcv         68860.567       A       1      0       171102
snd         68860.716       D       171102 50      1     
rcv         68866.111       A       1      0       171152
snd         68876.638       D       171152 50      1     
rcv         68893.427       A       1      0       171202
snd         68910.851       D       171202 50      1     
rcv         68922.724       A       1      0       171252
snd         68944.776       D       171252 50      1     
snd         68950.563       D       171302 50      1     
rcv         68950.722       A       1      0       171302
rcv         68950.84       A       1      0       171352
snd         68961.455       D       171352 50      1     
rcv         68967.151       A       1      0       171402
snd         68978.466       D       171402 50      1     
rcv         68989.119       A       1      0       171452
snd         68994.756       D       171452 50      1     
rcv         69012.424       A       1      0       171502
snd         69025.645       D       171502 50      1     
snd         69025.889       D       171552 50      1     
snd         69025.995       D       171602 50      1     
snd         69026.079       D       171652 50      1     
snd         69026.361       D       171702 50      1     
rcv         69038.986       A       1      0       171552
rcv         69039.178       A       1      0       171602
rcv         69039.482       A       1      0       171652
rcv         69039.67       A       1      0       171702
rcv         69039.766       A       1      0       171752
snd         69050.1        D       171752 50      1     
snd         69050.233       D       171802 50      1     
snd         69050.337       D       171852 50      1     
drop        69050.337       D       171902 50      1     
snd         69050.436       D       171902 50      1     
snd         69050.528       D       171952 50      1     
rcv         69062.844       A       1      0       171802
rcv         69084.644       A       1      0       171852
snd         69085.468       D       172002 50      1     
snd         69086.56       D       172052 50      1     
rcv         69087.16       A       1      0       171902
rcv         69087.271       A       1      0       171952
rcv         69087.35       A       1      0       172002
rcv         69100.446       A       1      0       172052
rcv         69100.601       A       1      0       172102
snd         69112.685       D       172102 50      1     
rcv         69123.535       A       1      0       172152
snd         69123.64       D       172152 50      1     
rcv         69141.017       A       1      0       172202
snd         69147.408       D       172202 50      1     
drop        69147.408       D       172252 50      1     
rcv         69162.949       A       1      0       172252
